年,一级品类,二级品类,三级品类,品牌,商品名,商品ID,销量(件),销售额(元),均价(元)
2019,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,【情人节礼物】雅诗兰黛 dw持妆粉底液 保湿遮瑕 持久控油不脱妆,530542339390,638360,248960400,390
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fitme粉底液 轻薄滋润fit me哑光控油清透遮瑕持久隐形30ml,564446912358,1541136,190965664,123.9
2019,彩妆香水,面部彩妆,粉底液,红地球 Red Earth,【日本进口】redearth红地球粉底液草本精华遮瑕强轻薄裸妆无妆感,559145345945,1414598,182125884,128.7
2019,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,【情人节礼物】雅诗兰黛 新沁水粉底液 保湿 防晒遮瑕 裸妆奶油肌,42302551887,319621,156614290,490
2019,彩妆香水,面部彩妆,粉底液,完美日记 Perfect Diary,完美日记小黑盖粉底液保湿遮瑕控油持久bb霜膏女学生平价正品,556395710228,2455526,136309792,55.5
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,【情人节】兰蔻新持妆粉底液30ml 持久遮瑕自然不闷痘底妆不脱妆,573487570027,315068,132328560,420
2019,彩妆香水,面部彩妆,粉底液,完美日记 Perfect Diary,完美日记磨皮小金盖粉底液持久遮瑕控油裸妆女正品不易脱妆新品,577958135564,1064119,84851968,79.7
2019,彩妆香水,面部彩妆,粉底液,珀莱雅 Proya,珀莱雅insbaha粉底液干皮油皮亲妈持久水润保湿BB遮瑕女学生平价,579685049795,955216,73062858,76.5
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,【超品预售】美宝莲fitme粉底液女遮瑕控油持久保湿哑光 油皮亲妈,578427521199,506284,60769927,120
2019,彩妆香水,面部彩妆,粉底液,魅可 M.a.c,【官方正品】MAC/魅可定制无瑕粉底液 遮瑕持久保湿化妆师专用,553809978677,188873,60439360,320
2019,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,雅诗兰黛 dw持妆粉底液 油皮亲妈 保湿遮瑕防晒 持久控油不脱妆,543800232086,128300,50037000,390
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,阿玛尼权力粉底液正品 卓越遮瑕 持久不脱妆不卡粉  轻薄服帖,564596877066,85808,49768640,580
2019,彩妆香水,面部彩妆,粉底液,红地球 Red Earth,双11预售日本进口redearth红地球养肤粉底液女学生草本精华无妆感,604041983367,364466,47674048,130.8
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,阿玛尼新年红气垫 轻垫精华粉底液正品 滋润丝光 轻薄自然,562227622801,107310,40777800,380
2019,彩妆香水,面部彩妆,粉底液,透蜜,透蜜粉底液持久保湿遮瑕膏水润控油裸妆bb霜女学生平价正品化妆品,579445254234,612694,39182821,64
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅哑光控油24小时粉底液bb霜女持久遮瑕油皮亲妈不脱妆正品,563233800548,220349,31821087,144.4
2019,彩妆香水,面部彩妆,粉底液,芭比波朗 Bobbi Brown,【春节不打烊】BOBBI BROWN芭比波朗虫草粉底液 持久遮瑕干皮亲妈,522664014208,47465,29428300,620
2019,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,雅诗兰黛 全新沁水粉底液 干皮救星补水保湿 防晒遮瑕 裸妆奶油肌,576948114839,59818,29310820,490
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,【情人节】兰蔻菁纯精华气垫粉底液遮瑕防晒保湿BB霜隔离刘涛同款,553616088775,41971,28052730,668.4
2019,彩妆香水,面部彩妆,粉底液,卡姿兰 Carslan,卡姿兰气垫CC霜bb霜小粉盒水雾双生防晒遮瑕保湿粉底液持久不脱妆,43853417281,130181,27490363,211.2
2019,彩妆香水,面部彩妆,粉底液,滋色 Zeesea,ZEESEA滋色轻薄水润粉底液女保湿遮瑕控油裸妆持久粉底膏bb霜,567406444345,365347,25927347,71
2019,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,雅诗兰黛 白金级奢宠臻采粉底液SPF15/PA+++ 补水保湿 遮瑕养肤,43047156454,28706,25261280,880
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,露华浓粉底液女遮瑕美白保湿24小时BB霜干油皮亲妈遮暇男学生平价,567254872004,382553,23850385,62.3
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,Armani/阿玛尼大师造型紧颜粉底液 高光提亮保湿遮瑕正品,599135844875,37322,23512860,630
2019,彩妆香水,面部彩妆,粉底液,海蓝之谜 Lamer,LA MER/海蓝之谜鎏光焕变气垫 粉底液女 防晒 保湿补水,589984651856,23100,23100000,1000
2019,彩妆香水,面部彩妆,粉底液,江原道 Koh Gen Do,KohGenDo江原道水漾美肌养肤粉底液 干油皮保湿提亮持久裸妆日本,553291118248,75411,22302219,295.7
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅彩妆粉底液女哑光控油遮瑕bb霜底妆24小时不脱妆学生正品,558590129970,150322,21703041,144.4
2019,彩妆香水,面部彩妆,粉底液,梵贞 Venzen,【第二件0元】粉底液持久保湿遮瑕膏水润控油裸妆不易脱妆bb霜女,589551196513,1745560,21154410,12.1
2019,彩妆香水,面部彩妆,粉底液,蜜丝婷（美诗婷） Mistine,Mistine泰国24小时粉底液女遮瑕 化妆师专用持久保湿bb霜学生平价,535058236396,318675,20538387,64.4
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻新持妆轻透粉底液30ml 轻薄隔离持久遮瑕自然裸妆女 官方正品,574557840514,47107,19784940,420
2019,彩妆香水,面部彩妆,粉底液,雪花秀 Sulwhasoo,雪花秀采淡致美气垫粉底液bb霜 遮瑕保湿 隔离防晒 水嫩养肤,526251686705,49900,18266060,366.1
2019,彩妆香水,面部彩妆,粉底液,珂拉琪 Color Key,ColorKey爆水遮瑕粉底液膏气垫BB霜水粉持久保湿遮瑕提亮肤色干皮,577566973317,400463,18263734,45.6
2019,彩妆香水,面部彩妆,粉底液,初夏堂,初夏堂001粉底液遮瑕保湿持久控油轻薄透气隐形毛孔膏学生女平价,597671720759,355794,17791021,50
2019,彩妆香水,面部彩妆,粉底液,W.Lab,W.Lab超模粉底液wlab女遮瑕化妆师干油皮亲妈控油w韩国海外旗舰店,582744968055,197414,17750874,89.9
2019,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,玛丽黛佳小蘑菇粉底液霜膏 保湿遮瑕持久裸妆提亮肤色学生女正品,544505244441,96207,17645823,183.4
2019,彩妆香水,面部彩妆,粉底液,圣罗兰 Yves Saint Laurent（ysl）,YSL圣罗兰恒颜无瑕粉底液25ml all hours轻透遮瑕持久哑光 新品,586441136698,29967,17380860,580
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,MAKEUPFOREVER玫珂菲全新清晰无痕粉底液 持久遮瑕自然哑光,45581915326,43800,17356093,396.3
2019,彩妆香水,面部彩妆,粉底液,美康粉黛,美康粉黛粉底乳 保湿防水控油遮瑕白皙提亮肤色粉底液妆前乳裸妆,537807923094,450861,16975322,37.7
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fit me粉底液女fitme保湿遮瑕亮白裸妆哑光控油官方旗舰店,565284794516,152870,16952871,110.9
2019,彩妆香水,面部彩妆,粉底液,魅可 M.a.c,【圣诞礼物】MAC/魅可限定龙纹合作款气垫遮瑕保湿持久 一盒两芯,602896527744,66972,15921868,237.7
2019,彩妆香水,面部彩妆,粉底液,珂芙缦 Covermark,【直营】日本Covermark傲丽进口中草药膏粉底霜遮瑕保湿防晒30g,553304786214,39990,14986445,374.8
2019,彩妆香水,面部彩妆,粉底液,珀兰娜 Planner,PLANNER/珀兰娜绘画粉底液女学生平价保湿遮瑕轻薄持妆粉底调和液,591622925960,161546,14934998,92.5
2019,彩妆香水,面部彩妆,粉底液,ZELENS,ZELENS养肤逆龄光泽粉底液持久保湿轻薄遮瑕奶油肌官方正品Age,586453765632,39041,14828691,379.8
2019,彩妆香水,面部彩妆,粉底液,肌肤之钥 Cle de peau beaute,【新品】CPB肌肤之钥气垫光润气垫精华水粉底BB保湿遮瑕,602279958866,28777,14551040,505.6
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,【情人节】兰蔻奇迹薄纱粉底液 持久保湿BB霜干皮裸妆遮瑕底妆,43215630551,30033,14415840,480
2019,彩妆香水,面部彩妆,粉底液,安美 Amy,安美粉底液干油皮亲妈水润保湿控油持久无暇不易脱妆遮瑕BB霜网红,543020006297,274223,14332769,52.3
2019,彩妆香水,面部彩妆,粉底液,蜜丝佛陀 Maxfactor,蜜丝佛陀水感粉底霜 遮瑕膏裸妆持久保湿不易脱妆控油BB官方正品,14173931801,107793,13767492,127.7
2019,彩妆香水,面部彩妆,粉底液,猫语玫瑰,猫语玫瑰粉底液干油皮亲妈水润保湿控油持久无暇平价遮瑕BB霜学生,581382143685,172567,13297663,77.1
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻持妆粉底棒 持久遮瑕轻透裸妆自然无瑕便携不闷痘,573434218457,34719,13193220,380
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,【油皮亲妈】欧莱雅哑光控油24小时粉底液bb霜女持久遮瑕油皮亲妈,597680284246,88421,13180416,149.1
2019,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,雅诗兰黛粉底液 dw持妆清透粉底液30ml 补水保湿 遮瑕控油 提亮,572969357685,32498,12674220,390
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,露华浓粉底液女遮瑕保湿持久BB霜干油皮亲妈学生平价官方旗舰店,599580778711,101462,12634144,124.5
2019,彩妆香水,面部彩妆,粉底液,蜜丝佛陀 Maxfactor,蜜丝佛陀烟酰胺粉底液膏控油保湿遮瑕防晒雾感裸妆不易脱持久BB女,574483628373,87765,12261780,139.7
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻菁纯臻颜精华粉底液 遮瑕隔离防晒BB霜保湿滋润底妆,542156708632,13268,12206560,920
2019,彩妆香水,面部彩妆,粉底液,橘朵 Judydoll,Judydoll橘朵粉底液保湿滋润清透遮瑕控油服帖不易脱妆学生网红款,580001391072,208161,12032169,57.8
2019,彩妆香水,面部彩妆,粉底液,江原道 Koh Gen Do,【双11预售】江原道养肤粉底液礼盒干油皮亲妈保湿持久日本,601054645676,34525,11892283,344.5
2019,彩妆香水,面部彩妆,粉底液,科维曲 Couverturemp,Couverturemp粉底液遮瑕保湿控油持久不脱妆独角兽学生bb霜cmp女,578011808360,164087,11710606,71.4
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,【618】兰蔻兰蔻新空气轻垫持妆轻透粉底液 气垫粉底液,596309763449,25885,11648250,450
2019,彩妆香水,面部彩妆,粉底液,娇兰 Guerlain,【情人节】娇兰金钻修颜粉底液30mlSPF30PA+++ 遮瑕定妆 提亮,537574170700,15069,10738970,712.7
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fitme粉底液轻薄滋润fit me控油清透持久遮瑕液f30ml广口瓶,565703351333,83701,10546359,126
2019,彩妆香水,面部彩妆,粉底液,名言堂 Hof,HOF色彩之源 粉底液女遮瑕保湿妆前乳持久控油滋润独角兽裸妆霜膏,584613662774,161480,10369684,64.2
2019,彩妆香水,面部彩妆,粉底液,安美 Amy,安美黑金蘑菇气垫CC霜持久控油保湿粉底液膏女遮瑕bb霜网红化妆品,579582676009,135620,10236970,75.5
2019,彩妆香水,面部彩妆,粉底液,毛戈平 Maogeping,MAOGEPING/毛戈平粉底膏遮瑕膏底妆提亮肤色持久不易脱妆化妆品,592890343942,72461,9921265,136.9
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,Revlon露华浓粉底液遮瑕提亮保湿24小时持久不脱色bb霜正品学生,537154503873,163962,9644883,58.8
2019,彩妆香水,面部彩妆,粉底液,Dermacol,Dermacol捷克黛玛蔻遮瑕膏遮盖痘印痘痘黑眼圈纹身粉底液女小金管,44868861898,47029,9467572,201.3
2019,彩妆香水,面部彩妆,粉底液,芭比波朗 Bobbi Brown,【春节不打烊】BOBBI BROWN芭比波朗清透持妆粉底液 持久遮瑕控油,571025096553,21297,8944740,420
2019,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,【新品上市】雅诗兰黛气垫BB霜 沁水光润双层气垫粉底液 保湿遮瑕,579418172791,15098,8907820,590
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,MAKEUPFOREVER玫珂菲全新双用水粉霜 粉底液裸妆水润防水,45768369859,22344,8641688,386.8
2019,彩妆香水,面部彩妆,粉底液,肌肤之钥 Cle de peau beaute,【直营】日本CPB肌肤之钥进口光缎粉底霜粉底液 保湿遮瑕不脱妆,550376957329,12043,8596280,713.8
2019,彩妆香水,面部彩妆,粉底液,SUQQU,【直营】日本SUQQU进口记忆塑形奶油粉底霜 修饰肤色保湿  30g,556806714016,12164,8592469,706.4
2019,彩妆香水,面部彩妆,粉底液,珂芙缦 Covermark,COVERMARK修护粉底液30g傲丽中草粉底霜日本粉底膏防晒遮瑕膏保湿,522103304362,18375,8360625,455
2019,彩妆香水,面部彩妆,粉底液,纪梵希 Givenchy,【情人节预售】纪梵希绒雾哑光粉底液 超长持妆 轻薄自然 雾面妆,563621789873,18643,8351705,448
2019,彩妆香水,面部彩妆,粉底液,资生堂 Shiseido,【情人节】资生堂智能气垫粉底液 BB霜 保湿遮瑕 持久不脱妆,568994594076,19669,8260980,420
2019,彩妆香水,面部彩妆,粉底液,凯朵 Kate,KATE凯朵美肌隐形粉底液自然遮瑕轻薄裸妆持久保湿控油bb正品男女,585858624737,55879,8174679,146.3
2019,彩妆香水,面部彩妆,粉底液,卡姿兰 Carslan,卡姿兰粉底液女保湿遮瑕持久大瓶学生平价bb霜膏独角兽专柜正品,572723222275,87884,7788661,88.6
2019,彩妆香水,面部彩妆,粉底液,肌肤之钥 Cle de peau beaute,肌肤之钥CPB粉底 晶致润耀粉霜 遮瑕轻薄 保湿滋养,563510207800,3371,7753300,2300
2019,彩妆香水,面部彩妆,粉底液,W.Lab,wlab粉底液W.Lab女超模BB霜保湿遮瑕美白干油皮持久平价DW学生W,577719271926,89596,7633721,85.2
2019,彩妆香水,面部彩妆,粉底液,自然堂 Chando,自然堂无瑕持妆冰肌粉底液（滋润型）化妆品滋润遮瑕粉底正品学生,572742212206,67003,7509125,112.1
2019,彩妆香水,面部彩妆,粉底液,圣罗兰 Yves Saint Laurent（ysl）,YSL圣罗兰明彩粉底液 超模粉底液提亮肤色遮瑕水润透光肌 正品,563989385166,13261,7426160,560
2019,彩妆香水,面部彩妆,粉底液,RVB,RVBLAB宛若天生持久粉底液30ml控油遮瑕服帖不脱妆轻薄裸妆油皮bb,568756910303,26304,7331516,278.7
2019,彩妆香水,面部彩妆,粉底液,完美日记 Perfect Diary,完美日记深水弹干皮粉底液女遮瑕保湿持久服帖植物精华水润透亮,603216503350,65982,7185232,108.9
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fit me粉底液女fitme保湿遮瑕亮白裸妆控油哑光官方旗舰店,566732941046,76720,7140126,93.1
2019,彩妆香水,面部彩妆,粉底液,汤姆福特 Tom Ford,【官方正品】TOM FORD 汤姆福特沁透无痕气垫粉底液 TF光影气垫,588268961946,16072,7064360,439.5
2019,彩妆香水,面部彩妆,粉底液,资莱皙 Zilaix,资莱皙粉底液正品持久保湿遮瑕不脱妆水润控油裸妆bb霜女学生平价,590370140351,138235,6897926,49.9
2019,彩妆香水,面部彩妆,粉底液,红地球 Red Earth,【女王节预售】 日本进口 红地球草本粉底液精华遮瑕强轻薄无妆感,583286094276,47223,6780674,143.6
2019,彩妆香水,面部彩妆,粉底液,花西子 Florasis,花西子玉容雪莲养肤遮瑕粉底液女混干皮干皮亲妈轻薄水润持久高清,590370407656,35012,6669608,190.5
2019,彩妆香水,面部彩妆,粉底液,珀莱雅 Proya,珀莱雅insbaha粉底液干皮亲妈持久水润保湿BB遮瑕款新品学生平价,605493077489,82866,6620993,79.9
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,阿玛尼樱花粉气垫 轻垫精华粉底液 裸妆持久滋润自然 保湿提亮,574094916195,16972,6449360,380
2019,彩妆香水,面部彩妆,粉底液,柏瑞美 Pramy,PRAMY/柏瑞美粉底液遮瑕保湿持久控油水润干皮bb霜正品粉底霜,604220342696,54407,6398296,117.6
2019,彩妆香水,面部彩妆,粉底液,PT,铂金小蘑菇气垫美颜CC霜粉底液霜膏保湿遮瑕持久裸妆提亮孕妇可用,573129444112,116146,6341191,54.6
2019,彩妆香水,面部彩妆,粉底液,纪梵希 Givenchy,【新品预售】纪梵希高定恒颜持妆粉底液 持妆贴合 遮瑕水润自然,598610965168,14057,6255365,445
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【正品】Armani/阿玛尼无痕持妆权力粉底遮瑕持久不脱妆,565213091144,10482,6079560,580
2019,彩妆香水,面部彩妆,粉底液,珂莱欧 Clio,中韩首发新品CLIO珂莱欧悦颜遮瑕气垫牛奶肌小金盖气垫粉底液,600599305905,37869,5868589,155
2019,彩妆香水,面部彩妆,粉底液,辛有志,辛有志正品柔雾水润粉底液遮瑕保湿持久bb霜不易脱妆cc女学生平价,595992245268,194334,5842093,30.1
2019,彩妆香水,面部彩妆,粉底液,苏秘37° Su:m37°,【情人节预售】sum37度呼吸气垫cc霜 苏秘遮瑕防晒气垫粉底液清透,568593076142,17203,5676990,330
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,露华浓粉底液美国Revlon女保湿遮瑕BB霜24小时持久美白官方旗舰店,570450584773,86760,5609180,64.7
2019,彩妆香水,面部彩妆,粉底液,海蓝之谜 Lamer,LA MER海蓝之谜鎏光焕变粉底液 保湿遮瑕滋润,557194250671,5515,5515000,1000
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,【双11预售】MAKEUPFOREVER玫珂菲赋活焕采粉底液 养肤紧致保湿,603338951468,12075,5428233,449.5
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻新持妆粉底液30ml持久遮瑕自然裸妆轻薄,574663189741,12615,5298300,420
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲梦幻丝柔呼吸粉底液清爽保湿遮瑕强自然裸妆滋润不易脱妆,36128391232,37752,5074558,134.4
2019,彩妆香水,面部彩妆,粉底液,Physicians Formula,【双十二】physiciansformula 元气舒缓粉底液 30ml,607718971792,31310,4978290,159
2019,彩妆香水,面部彩妆,粉底液,谜尚 Missha,Missha谜尚气垫bb霜持久遮瑕保湿防晒cc霜控油不脱妆粉底学生平价,572069541515,51991,4875535,93.8
2019,彩妆香水,面部彩妆,粉底液,圣罗兰 Yves Saint Laurent（ysl）,YSL圣罗兰明彩亮润轻垫粉底液 超模蕾丝气垫透光肌遮瑕 正品,569274296077,9525,4857750,510
2019,彩妆香水,面部彩妆,粉底液,Physicians Formula,physiciansformula pf健康舒缓粉底液持久保湿遮瑕奶油肌干皮控油,594504057042,29510,4692090,159
2019,彩妆香水,面部彩妆,粉底液,芭比波朗 Bobbi Brown,【春节不打烊】BOBBI BROWN芭比波朗虫草精华粉底液 遮瑕干皮亲妈,557805713931,7359,4562580,620
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻菁纯精华气垫粉底液BB霜 补水保湿遮瑕养肤持久滋润自然服帖,548028890621,6505,4482450,689.1
2019,彩妆香水,面部彩妆,粉底液,ZELENS,【双11预售】ZELENS钻石养肤粉底液奶油肌保湿水润轻薄遮瑕女Age,602907885026,12015,4433535,369
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,阿玛尼纯净持妆粉底液正品LSUV 持久控油不脱妆 油皮必备,561838168630,7588,4401040,580
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,【屈臣氏】美宝莲fitme柔雾粉底液 轻薄保湿遮瑕持久控油多色30ml,568316972491,42236,4338294,102.7
2019,彩妆香水,面部彩妆,粉底液,圣罗兰 Yves Saint Laurent（ysl）,正品 YSL圣罗兰明彩轻垫粉底液 羽毛气垫墨水气垫哑光妆感遮瑕,565550474950,10021,4239639,423.1
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fitme粉底液遮瑕控油持久不脱妆保湿哑光油皮,590979054284,31507,4208997,133.6
2019,彩妆香水,面部彩妆,粉底液,妙巴黎 Bourjois,bourjois/妙巴黎果然矿物美肌粉底液30ml 保湿遮瑕控油不脱妆底妆,564793838558,30667,4167873,135.9
2019,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,雅诗兰黛全新沁水粉底液干皮救星 保湿防晒遮瑕奶油肌 官方正品,523288764543,8382,4107180,490
2019,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,【新品上市】雅诗兰黛 沁水光润双管粉底液 保湿遮瑕 持久不脱妆,582721091307,6825,4026750,590
2019,彩妆香水,面部彩妆,粉底液,PAESE,PAESE派斯沁肤粉底液女学生平价干皮亲妈水润保湿奶油肌波兰正品,591678836736,43558,3942224,90.5
2019,彩妆香水,面部彩妆,粉底液,Catrice,Catrice德国HD滴管长效遮瑕水润清透24小时不脱妆粉底液 30ml保税,568120263347,57829,3866529,66.9
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,【超品预售】美宝莲fitme粉底液fit me定制遮瑕液遮瑕膏遮瑕笔,591148607013,24195,3831601,158.4
2019,彩妆香水,面部彩妆,粉底液,肌肤之钥 Cle de peau beaute,【情人节】肌肤之钥CPB粉底 光缎粉霜 遮瑕持久不脱妆 钻光粉霜,538774158705,6244,3793200,607.5
2019,彩妆香水,面部彩妆,粉底液,圣罗兰 Yves Saint Laurent（ysl）,YSL圣罗兰妍活青春粉底液 女神粉底液逆龄轻薄遮瑕30ml 正品,563690029233,6282,3769200,600
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fit me粉底液控油哑光女fitme保湿遮瑕亮白裸妆官方旗舰店,569394759468,37695,3729240,98.9
2019,彩妆香水,面部彩妆,粉底液,汤姆福特 Tom Ford,【全新首发】TOM FORD 汤姆福特璀璨流光气垫粉底液 TF日光白气垫,595146485760,5352,3692880,690
2019,彩妆香水,面部彩妆,粉底液,深蓝彩妆 Bleunuit,BLEUNUIT/深蓝彩妆黑魅润泽粉底液霜膏滋润保湿遮瑕保湿正品,35324771622,19009,3621068,190.5
2019,彩妆香水,面部彩妆,粉底液,赫妍 Hera,HERA赫妍韩国黑珍珠气垫BB粉底液保湿防晒裸妆遮瑕持久正品非赫拉,544513630792,10443,3611410,345.8
2019,彩妆香水,面部彩妆,粉底液,珂拉琪 Color Key,colorkey珂拉琪空气刷养肤粉底液遮瑕控油持久不脱妆干油皮bb霜,601127327675,52389,3610460,68.9
2019,彩妆香水,面部彩妆,粉底液,CROXX,croxx云梦轻雾粉底液霜保湿遮瑕自然裸妆持久控油提亮肤色不脱妆,578511967322,36034,3592943,99.7
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅红帽子24小时持妆粉底液遮瑕保湿持久轻薄控油bb霜女,608807861662,14883,3571920,240
2019,彩妆香水,面部彩妆,粉底液,珂莱欧 Clio,CLIO珂莱欧新款魔镜二代气垫bb霜网红女遮瑕持久保湿滋养粉底液2,557605787280,30465,3514507,115.4
2019,彩妆香水,面部彩妆,粉底液,真绣文 Sammi,【第二只10元】 Sammi 中国风玻璃瓶粉底液 隔离霜 限量合作款,587317566464,116687,3504411,30
2019,彩妆香水,面部彩妆,粉底液,珂莱欧 Clio,【天猫预售】CLIO珂莱欧二代安瓶铜镜精华气垫bb霜遮瑕遮瑕粉底液,523814208349,23787,3475386,146.1
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅复颜提拉紧肤积雪草精华粉底液持妆遮瑕自然裸妆保湿正品,7905045388,13256,3422718,258.2
2019,彩妆香水,面部彩妆,粉底液,娇韵诗 Clarins,娇韵诗轻润无瑕气垫粉底持久不脱妆质地轻盈高倍防晒保护肌肤,582528473792,11715,3280200,280
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,【直播专享】兰蔻新持妆粉底液 轻薄持妆持久遮瑕自然裸妆W,574774533066,7728,3245760,420
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【官方正品】Armani/阿玛尼黑钥匙素颜霜定妆提亮修颜自然面霜,562009594426,2288,3203200,1400
2019,彩妆香水,面部彩妆,粉底液,雪花秀 Sulwhasoo,雪花秀致美润白气垫粉底液bb霜 木莲花气垫 美白防晒 遮瑕柔滑,531549467252,18755,3198550,170.5
2019,彩妆香水,面部彩妆,粉底液,Milani,Milani粉底液控油底妆持久干皮养肤水润保湿不脱妆裸妆美国正品,530532778167,28467,3082846,108.3
2019,彩妆香水,面部彩妆,粉底液,羽西 Yue-sai,羽西虫草粉底霜遮暇养肤 干皮亲妈粉底液女提亮保湿持久不易脱妆,578227298373,13049,3052711,233.9
2019,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,玛丽黛佳粉底液 气垫cc霜保湿遮瑕提亮肤色小蘑菇bb粉底膏旗舰店,546630859930,26744,3035096,113.5
2019,彩妆香水,面部彩妆,粉底液,ZUZU,ZUZU凝脂臻润精华粉底液不脱妆保湿遮瑕持久裸妆提亮肤色学生女霜,585742500419,17765,2963960,166.8
2019,彩妆香水,面部彩妆,粉底液,魅力派 Wet N Wild,wet n wild湿又野裸妆轻薄提亮肤色自然持妆油皮亲爸雾面粉底液,559316990180,42178,2952331,70
