年,一级品类,二级品类,三级品类,品牌,商品名,商品ID,销量(件),销售额(元),均价(元)
2019,彩妆香水,面部彩妆,粉底液,膜膜皇后 Momo Queen,网红黑金光感遮瑕气垫cc棒 提亮肤色保湿防水粉底液女补水正品,584605127345,6704,566814,84.5
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【双11预售】ARMANI/阿玛尼金色限定版红气垫持久高度遮瑕正品,603784832508,897,565110,630
2019,彩妆香水,面部彩妆,粉底液,KAKAPARK,KAKAPARK提亮液 持久保湿防水遮瑕白皙提亮肤色粉底液妆前乳裸妆,564168017158,9460,564293,59.7
2019,彩妆香水,面部彩妆,粉底液,VNC,vnc轻薄粉底液持久遮瑕水润保湿无暇干皮油皮控油bb霜女学生平价,600758749519,10374,562568,54.2
2019,彩妆香水,面部彩妆,粉底液,尚智色彩 Cyber Colors,韩国CYBER COLORS润色水滢气垫粉底CC霜15g*2调色提亮修颜水光肌,559014153730,2799,561931,200.8
2019,彩妆香水,面部彩妆,粉底液,Physicians Formula,颜九的店pf粉底液新版养肤型bb霜奶油肌控油遮瑕保湿持久干皮女,605147637984,4011,557529,139
2019,彩妆香水,面部彩妆,粉底液,自然堂 Chando,自然堂无瑕持妆冰肌粉底液女 遮瑕保湿旗舰店正品专柜（干皮亲妈,584869134671,5991,555543,92.7
2019,彩妆香水,面部彩妆,粉底液,奢·悦 S.yue,奢悦湿粉膏水润遮瑕隔离膏保湿气垫bb霜女粉底膏提亮cc霜官网正品,562949323918,3290,551414,167.6
2019,彩妆香水,面部彩妆,粉底液,透蜜,【 双11预售】透蜜隔离霜*2+粉底液*2+美妆蛋*1,604055931796,4596,551060,119.9
2019,彩妆香水,面部彩妆,粉底液,沪美,沪美蘑菇头气垫网红遮瑕保湿水光感提亮肤色气垫bb霜粉底液正品,589454040649,9875,551022,55.8
2019,彩妆香水,面部彩妆,粉底液,妙巴黎 Bourjois,【立即抢购】妙巴黎果然矿物美肌粉底液30ml保湿水润轻薄持妆遮瑕,590686541490,7526,546382,72.6
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,Revlon露华浓24h不脱妆粉底液持久不脱色控油遮瑕美国正品30ml,565854366545,9259,546281,59
2019,彩妆香水,面部彩妆,粉底液,雪花秀 Sulwhasoo,雪花秀致美臻妍气垫粉底液 15g含替换芯 气垫bb霜 美白防晒,564906389747,825,544500,660
2019,彩妆香水,面部彩妆,粉底液,Addiction,ADDICTION晴瘾防晒粉底液30ml SPF50 水润轻薄遮瑕 高倍防晒粉底,560579547545,1851,543691,293.7
2019,彩妆香水,面部彩妆,粉底液,自然堂 Chando,自然堂无暇持妆冰肌粉底液女滋润型正品专柜学生保湿遮瑕裸妆持久,573802072408,5083,541984,106.6
2019,彩妆香水,面部彩妆,粉底液,卡婷 Catkin,卡婷长相思粉底霜液膏持久保湿控油遮瑕裸妆轻薄不易脱妆bb女正品,583147101255,6147,538495,87.6
2019,彩妆香水,面部彩妆,粉底液,兰芝 Laneige,【官方正品】兰芝水光粉底液遮瑕保湿清爽控油 提亮肤色,16252690986,1821,537195,295
2019,彩妆香水,面部彩妆,粉底液,欧诗漫 Osm,欧诗漫气垫遮瑕保湿持久bb霜女控油不脱妆焕亮粉底液裸妆正品cc霜,580047540388,12593,535058,42.5
2019,彩妆香水,面部彩妆,粉底液,自然堂 Chando,自然堂无瑕持妆冰肌粉底液 清爽型 裸妆轻薄通透持久遮瑕不脱妆,574290031534,4621,531621,115
2019,彩妆香水,面部彩妆,粉底液,香缇卡 Chantecaille,官方正品Chantecaille香缇卡未来肌肤粉底霜30g无瑕裸妆清爽无油,572994614465,640,531200,830
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,[双12预售]欧莱雅红帽子粉底液24小时遮瑕保湿持久轻薄控油bb霜女,608676733306,2295,527660,229.9
2019,彩妆香水,面部彩妆,粉底液,菲洛嘉 Filorga,Filorga菲洛嘉双效养肤粉底液30ml 遮瑕保湿持久持妆粉底液裸妆,590824466983,1814,527547,290.8
2019,彩妆香水,面部彩妆,粉底液,REC,REC水水精华粉底霜水炸弹保湿遮瑕二合一持久提亮肤色CCBB霜底妆,592645848908,3322,520043,156.5
2019,彩妆香水,面部彩妆,粉底液,俏美人,俏美人粉底液女遮瑕粉底膏粉底霜保湿干皮油皮亲妈化妆师专用大瓶,582882365685,7948,516125,64.9
2019,彩妆香水,面部彩妆,粉底液,透蜜,透蜜粉底液升级版强遮瑕持久不易脱妆保湿控油裸妆bb霜女学生正品,594513759437,11058,515389,46.6
2019,彩妆香水,面部彩妆,粉底液,韩后 Hanhoo,【正品直营】 中国风玻璃瓶 隔离霜 粉底液 限量合作款 孕妇可用,595494351113,1555,512994,329.9
2019,彩妆香水,面部彩妆,粉底液,莱蔻,莱蔻粉底液霜膏女干皮遮瑕强保湿控油裸妆隔离水粉bb霜湿粉男平价,36950352505,42493,512062,12.1
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,MAKE UP FOREVER/玫珂菲轻润丝绒气垫粉底霜半哑光防晒,591042998269,1292,510340,395
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅彩妆复颜提拉紧肤精华粉底液遮瑕BB霜提亮肤色淡化细纹正品,597915973294,2166,507130,234.1
2019,彩妆香水,面部彩妆,粉底液,Cata.Q86/卡塔湫,Cata.Q86流光溢彩瓷光粉底液轻薄水润控油裸妆粉底膏保湿遮瑕提亮,587279513781,5096,504024,98.9
2019,彩妆香水,面部彩妆,粉底液,ZELENS,ZELENS青春养肤粉底液持久保湿干皮亲妈遮瑕水光肌官方正品Youth,592378991542,1186,503385,424.4
2019,彩妆香水,面部彩妆,粉底液,纪梵希 Givenchy,【新品预售】纪梵希高定恒颜持妆粉底液 持妆贴合 遮瑕水润自然,598031556606,1130,502850,445
2019,彩妆香水,面部彩妆,粉底液,CROXX,【新品】croxx银蚀孤品琉色持妆粉底液遮瑕控油保湿持久轻薄,609123915543,3616,502624,139
2019,彩妆香水,面部彩妆,粉底液,Blank Me,小黑盒气垫粉底霜套装 正装带替换  轻薄滋润干皮专属,606091787405,1883,501391,266.3
2019,彩妆香水,面部彩妆,粉底液,vnk,VNK粉底液 亲肤持妆 保湿遮瑕 裸妆不易脱妆控油提亮肤色 底妆,568591604002,4625,480929,104
2019,彩妆香水,面部彩妆,粉底液,稚优泉 Chioture,稚优泉裸肌焕彩粉底液 控油遮瑕持久不脱妆无瑕裸妆哑光女学生,593637686917,8444,478776,56.7
2019,彩妆香水,面部彩妆,粉底液,明艳 Meiko,明艳粉底膏遮瑕正品影楼130遮瑕膏女140痘痘强力遮盖斑点疤痕脸部,544646948219,10653,475236,44.6
2019,彩妆香水,面部彩妆,粉底液,苏菲娜 Sofina,sofina苏菲娜映美焕采控油防晒轻盈粉底液30mlSPF30遮瑕控油女,543734717608,2175,473737,217.8
2019,彩妆香水,面部彩妆,粉底液,INTEGRATE,保税直发 资生堂完美意境粉底霜25g 持久保湿控油隔离水润不卡粉,548507367682,4592,471752,102.7
2019,彩妆香水,面部彩妆,粉底液,Addiction,ADDICTION瘾耀颜水凝粉底霜30ml 保湿持久自然遮瑕,560584559733,1653,471166,285
2019,彩妆香水,面部彩妆,粉底液,芮谜 Rimmel,Rimmel芮谜保湿水润透气粉底液遮瑕控油不油腻包税,591973553335,6300,470974,74.8
2019,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,玛丽黛佳九色肌有底气粉底液遮瑕保湿持久不易脱色BB霜女学生平价,596729608989,2588,468772,181.1
2019,彩妆香水,面部彩妆,粉底液,资生堂 Shiseido,保税 日本资生堂意境遮瑕美白保湿持久哑光专用粉底液/粉底膏25g,595057214699,4932,468540,95
2019,彩妆香水,面部彩妆,粉底液,雪花秀 Sulwhasoo,【备用】雪花秀致美润白气垫粉底液bb霜木莲花气垫美白防晒遮瑕,531797727174,1024,460800,450
2019,彩妆香水,面部彩妆,粉底液,欧菲姿 Office,欧菲姿office正品专柜净颜遮瑕粉底霜皙白裸妆保湿粉底膏提亮肤色,522647716273,1018,457583,449.5
2019,彩妆香水,面部彩妆,粉底液,蜜丝婷（美诗婷） Mistine,泰国mistine粉底液24小时bb霜遮瑕女学生平价持久正品干皮亲妈膏,572422330747,9046,456256,50.4
2019,彩妆香水,面部彩妆,粉底液,缇尔泊丽 Charlotte Tilbury,CharlotteTilbury CT魔法无痕粉底液 正品遮瑕防晒持久控油不脱妆,585527461912,1315,455380,346.3
2019,彩妆香水,面部彩妆,粉底液,苏贝泉,网红cc棒遮瑕保湿 油皮干皮粉底液女气垫 补水提亮肤色男士BB霜,582426300209,3329,453162,136.1
2019,彩妆香水,面部彩妆,粉底液,菲诗小铺 The Face Shop,【官方直售】The Face Shop/菲诗小铺水墨持久粉底液,608101832903,4765,450176,94.5
2019,彩妆香水,面部彩妆,粉底液,沁森,沁森粉底液持久保湿遮瑕膏水润控油独角兽裸妆bb霜美女正品化妆品,584463420533,1875,449812,239.9
2019,彩妆香水,面部彩妆,粉底液,迪奥 美妆 Dior,Dior/迪奥新款forever凝脂恒久老花纹气垫粉底液持久锁妆保湿遮瑕,608633062097,971,449449,462.9
2019,彩妆香水,面部彩妆,粉底液,ZFC,ZFC粉底膏正品 遮瑕膏雀斑痘印粉底霜粉底液保湿粉底化妆品旗舰店,547599013229,12080,449436,37.2
2019,彩妆香水,面部彩妆,粉底液,纪梵希 Givenchy,【官方正品】纪梵希恒颜粉底液 吻肤持妆  轻薄服帖自然水感正品,563529800714,874,445840,510.1
2019,彩妆香水,面部彩妆,粉底液,倩碧 Clinique,倩碧 魔妆点点棒 粉底遮瑕笔保湿 轻盈遮瑕自然裸妆 持久不脱妆,526563894466,1500,442500,295
2019,彩妆香水,面部彩妆,粉底液,珂莱欧 Clio,clio珂莱欧遮瑕气垫粉底液小黑盖bb霜气垫持久遮瑕油皮亲妈,579684881295,2616,441978,169
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲粉底液女遮瑕梦幻丝柔呼吸粉底液持久清爽保湿遮瑕膏粉底膏,566250640620,4026,441158,109.6
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,【直营】法国MAKE UP FOR EVER玫珂菲进口全新清晰无痕粉底液30ml,587160267988,1485,440927,296.9
2019,彩妆香水,面部彩妆,粉底液,赫妍 Hera,【预售】HERA赫妍韩国黑金气垫粉底液黑气垫BB霜哑光遮瑕防晒持久,586665813522,1038,440340,424.2
2019,彩妆香水,面部彩妆,粉底液,爱敬 露娜 Aekyung Luna,韩国爱敬LUNA露娜粉底液女遮瑕控油裸妆不易脱妆独角兽持久bb霜膏,580561663817,3560,439611,123.5
2019,彩妆香水,面部彩妆,粉底液,娜斯 Nars,【官方正品】NARS丝绒雾感粉底棒 保湿遮瑕修容 油皮不脱妆便携,582637346119,1031,433020,420
2019,彩妆香水,面部彩妆,粉底液,时尚荟,时尚荟养肤沁水粉底液女保湿遮瑕控油持久bb霜膏女学生不脱妆平价,605417358269,5379,424941,79
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,阿玛尼新年红气垫 轻垫精华粉底液正品 滋润丝光 小黑盒正品,583663290910,1118,424840,380
2019,彩妆香水,面部彩妆,粉底液,娇兰 Guerlain,【情人节】娇兰丝柔亲肤粉底液30mlSPF20 细腻亲肤 保湿 轻盈,555272883834,840,424460,505.3
2019,彩妆香水,面部彩妆,粉底液,卡姿兰 Carslan,卡姿兰粉底液女遮瑕持久保湿控油不易脱妆bb霜妆前乳学生正品裸妆,573777109781,4430,422850,95.5
2019,彩妆香水,面部彩妆,粉底液,安美 Amy,Amy/安美恒久无瑕粉底液bb霜遮瑕裸妆强保湿不脱妆防水提亮粉底膏,583414164867,7745,421519,54.4
2019,彩妆香水,面部彩妆,粉底液,悦诗风吟 Innisfree,innisfree/悦诗风吟悦享随行气垫粉底液bb霜保湿控油遮瑕提亮持久,575096046873,1948,420059,215.6
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fit me粉底液控油哑光女fitme保湿遮瑕亮白裸妆官方旗舰店,588977352364,3895,419541,107.7
2019,彩妆香水,面部彩妆,粉底液,健美创研,水润粉底液女保湿遮瑕控油裸妆白皙提亮持久不易脱妆粉底膏bb霜,579385468203,60787,419430,6.9
2019,彩妆香水,面部彩妆,粉底液,蜜丝婷（美诗婷） Mistine,泰国Mistine蜜丝婷 24h粉底液女遮瑕持久保湿水润bb学生平价正品,592898354161,6422,418807,65.2
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,阿玛尼极缎丝柔精华粉底液正品 哑光小滴管控油裸妆,562390052530,660,415800,630
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fit me粉底液女FITME轻薄哑光控油遮瑕隐形毛孔官方旗舰店,575616899889,5842,415712,71.2
2019,彩妆香水,面部彩妆,粉底液,色娜娜 Senana Marina,黄金粉底液遮瑕保湿清爽控油学生平价轻薄无妆感持久不脱妆女正品,596607261973,67778,410283,6.1
2019,彩妆香水,面部彩妆,粉底液,谜尚 Missha,MISSHA谜尚亲肤粉底液膏自然滋润遮瑕裸妆学生女轻薄服帖30mlbb霜,573987799424,6001,410187,68.4
2019,彩妆香水,面部彩妆,粉底液,娇兰 Guerlain,【官方正品】娇兰金钻修颜气垫粉底液 干皮遮瑕修饰肤色全新上市,601504660285,732,409920,560
2019,彩妆香水,面部彩妆,粉底液,贝玲妃 Benefit,Benefit贝玲妃你好开心粉底液遮盖瑕疵不易脱匀亮肤色不易脱妆,576964294928,4614,409716,88.8
2020,彩妆香水,面部彩妆,粉底液,红地球 Red Earth,日本进口redearth红地球养肤粉底液草本精华遮瑕轻薄裸妆官方正品,559145345945,2358839,261706600,110.9
2020,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,雅诗兰黛DW持妆粉底液 油皮亲妈持久不脱妆遮瑕控油自然 肖战亲选,530542339390,584559,233963330,400.2
2020,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻新持妆轻透粉底液30ml 隔离轻薄遮瑕持久自然不假面防水,573487570027,363062,154267950,424.9
2020,彩妆香水,面部彩妆,粉底液,珀莱雅 Proya,珀莱雅粉底液干皮油皮亲妈持久水润保湿遮瑕控油BB霜女学生平价,579685049795,1983903,138367454,69.7
2020,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,【情人节预售】雅诗兰黛全新沁水粉底液干皮救星保湿防晒李现推荐,42302551887,253154,125761040,496.8
2020,彩妆香水,面部彩妆,粉底液,魅可 M.a.c,【双11加购】MAC/魅可定制无瑕粉底液混合皮遮瑕保湿持久控油,553809978677,371522,118887040,320
2020,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fitme粉底液女遮瑕控油持久不脱妆油皮亲妈滋润水润30ml,564446912358,1189434,114159989,96
2020,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【10.21提前加购】阿玛尼权力粉底液持久不脱妆油皮遮瑕控油正品,564596877066,149245,86684660,580.8
2020,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【10.21提前加购】阿玛尼大师造型紧颜粉底液干皮轻薄持妆遮瑕,599135844875,135104,85115520,630
2020,彩妆香水,面部彩妆,粉底液,魅可 M.a.c,【官方正品】MAC/魅可粉底液遮瑕保湿持久控油 张艺兴同款,629067515665,226763,72564160,320
2020,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,【抢先加购】美宝莲旗舰店SuperStay巨持妆粉底液持久防水防汗,616013335516,406045,59001345,145.3
2020,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,雅诗兰黛DW持妆粉底液 油皮亲妈持久不脱妆遮瑕控油自然 官方正品,543800232086,144931,58225790,401.7
2020,彩妆香水,面部彩妆,粉底液,红地球 Red Earth,日本进口redearth红地球养肤粉底液草本精华持久遮瑕轻薄裸妆正品,604041983367,480132,57751650,120.3
2020,彩妆香水,面部彩妆,粉底液,植村秀 Shu-uemura,植村秀新品小方瓶羽纱持妆粉底液35ml 遮瑕不变色控油自然不假白,611288087009,136049,55780090,410
2020,彩妆香水,面部彩妆,粉底液,完美日记 Perfect Diary,完美日记小黑盖粉底液保湿遮瑕控油持久bb霜膏女学生平价正品,556395710228,799302,43436017,54.3
2020,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻菁纯臻颜精华粉底液30ml 滋润养肤 提亮肤色,542156708632,44879,42341440,943.5
2020,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻菁纯精华气垫粉底液 持久遮瑕 BB霜刘涛同款,553616088775,64696,41469700,641
2020,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【10.21提前加购】阿玛尼红气垫菁华粉底液遮瑕保湿持妆控油丝光,562227622801,68279,39529020,578.9
2020,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,【情人节预售】雅诗兰黛白金养肤粉底液神仙粉底光感细腻肖战亲选,43047156454,43878,39494000,900.1
2020,彩妆香水,面部彩妆,粉底液,娇兰 Guerlain,【过年不打烊】娇兰金钻修颜粉底液女干皮遮瑕保湿水润不易脱妆,537574170700,54202,37968328,700.5
2020,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅哑光控油24小时粉底液bb霜女持久遮瑕油皮亲妈不脱妆30ml,563233800548,274818,36951472,134.5
2020,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,玛丽黛佳X卢浮宫联名限定版900目小蘑菇养肤粉底液霜膏气垫遮瑕,616213029192,201021,33127543,164.8
2020,彩妆香水,面部彩妆,粉底液,花西子 Florasis,花西子玉容养肤持妆粉底液/遮瑕保湿持久轻薄哑光雾面混油皮亲妈,624644848031,149278,31109603,208.4
2020,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,【官方正品】雅诗兰黛 沁水粉底液 干皮救星保湿防晒奶油肌,578763256549,61278,30639000,500
2020,彩妆香水,面部彩妆,粉底液,圣罗兰 Yves Saint Laurent（ysl）,YSL圣罗兰恒颜无瑕恒久粉底液遮瑕保湿轻薄持妆,586441136698,52211,30282380,580
2020,彩妆香水,面部彩妆,粉底液,彩棠 Timage,TIMAGE彩棠燕窝粉底液唐毅亲研遮瑕膏养肤型保湿持久混油混干挚爱,617750332175,157043,27057672,172.3
2020,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,[天星预售]美宝莲fitme粉底液遮瑕控油持久不脱妆哑光油皮粉底,578427521199,265990,25720685,96.7
2020,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,雅诗兰黛沁水粉底液干皮救星 保湿防晒遮瑕奶油肌 官方正品,576948114839,47240,23516040,497.8
2020,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻新持妆轻透粉底液30ml 轻薄隔离持久遮瑕自然裸妆,574557840514,55073,23291300,422.9
2020,彩妆香水,面部彩妆,粉底液,天使之眼 Angel Eyes,angeleyes/天使之眼持妆色粉底液哑光控油遮瑕保湿持久混合油干皮,618074150946,289663,22502938,77.7
2020,彩妆香水,面部彩妆,粉底液,完美日记 Perfect Diary,完美日记磨皮小金盖粉底液持久遮瑕控油裸妆女正品不易脱妆新品,577958135564,290446,21888072,75.4
2020,彩妆香水,面部彩妆,粉底液,芭比波朗 Bobbi Brown,BOBBI BROWN芭比波朗虫草粉底液 干皮养肤 倪妮同款 滋润细腻服帖,522664014208,35117,21772540,620
2020,彩妆香水,面部彩妆,粉底液,W.Lab,韩国wlab超模粉底液W.Lab遮瑕保湿持久控油BB霜w官方旗舰店干油皮,582744968055,272758,21260490,77.9
2020,彩妆香水,面部彩妆,粉底液,珀莱雅 Proya,珀莱雅双抗粉底液遮瑕保湿持久控油水润养肤不暗沉抗氧化奶油肌,624308801089,132372,21246520,160.5
2020,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【新品上市】阿玛尼大师造型轻垫粉底液 蓝气垫干皮遮瑕持妆水润,634213183472,30149,20802810,690
2020,彩妆香水,面部彩妆,粉底液,珀莱雅 Proya,珀莱雅insbaha粉底液干皮亲妈持久水润保湿BB遮瑕款新品学生平价,605493077489,262926,20549923,78.2
2020,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【10.21提前加购】阿玛尼黑气垫权力粉底霜遮瑕不脱妆持久油皮,611408925661,30381,20051460,660
2020,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,【官方正品】雅诗兰黛DW持妆粉底液 油皮亲妈持久不脱妆遮瑕控油,533950298675,46901,19153330,408.4
2020,彩妆香水,面部彩妆,粉底液,蜜丝婷（美诗婷） Mistine,泰国Mistine蜜丝婷蓝盾粉底液干油皮遮瑕持久保湿控油粉底学生女,618266495408,221067,17193591,77.8
2020,彩妆香水,面部彩妆,粉底液,雪花秀 Sulwhasoo,【抢先加购收藏】雪花秀致美养肤气垫粉底液 遮瑕隔离防晒,526251686705,48700,17117204,351.5
2020,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,【狂欢返场】MAKEUPFOREVER玫珂菲清晰无痕粉底液不脱妆,623565405047,50055,16717672,334
2020,彩妆香水,面部彩妆,粉底液,媚黛尔,MEMEMEPRO媚黛尔时尚大师无暇粉底液 遮瑕控油持久不脱妆英国进口,626432436988,50074,16522128,330
2020,彩妆香水,面部彩妆,粉底液,卡姿兰 Carslan,卡姿兰气垫CC霜bb霜克林姆特多金水雾双生遮瑕保湿控油粉底液持久,43853417281,73646,16115771,218.8
2020,彩妆香水,面部彩妆,粉底液,橘朵 Judydoll,Judydoll橘朵小粉瓶粉底液遮瑕保湿控油持久自然无瑕清透水润旗舰,580001391072,237290,15917670,67.1
2020,彩妆香水,面部彩妆,粉底液,娇兰 Guerlain,【官方正品】娇兰金钻修颜粉底液女干皮遮瑕 水润持久不易脱妆,538687372204,22113,15694570,709.7
2020,彩妆香水,面部彩妆,粉底液,纪梵希 Givenchy,【官方正品】纪梵希高定恒颜持妆气垫粉底液 高水润  C104,627739226668,30000,15600000,520
2020,彩妆香水,面部彩妆,粉底液,红地球 Red Earth,骆王宇公益 redearth红地球粉底液养肤草本精华裸妆遮瑕官方正品,583286094276,142034,15366425,108.2
2020,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,露华浓粉底液24小时持久遮瑕保湿控油干皮油皮奶油肌BB霜水润养肤,611316450470,218180,14964822,68.6
2020,彩妆香水,面部彩妆,粉底液,肌肤之钥 Cle de peau beaute,【抢先加购】肌肤之钥CPB气垫 钻光精华气垫水粉底 自然遮瑕防晒,602279958866,29736,14868000,500
2020,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅吸油棒哑光控油粉底液遮瑕油皮亲妈35ml*,619623028353,109649,14799777,135
2020,彩妆香水,面部彩妆,粉底液,SUPERFACE,韩国superface秀芭斐小黄盒粉底液遮瑕保湿持久控油养肤干油皮,611896933815,80095,14486728,180.9
2020,彩妆香水,面部彩妆,粉底液,海蓝之谜 Lamer,【21日0点开抢】LA MER海蓝之谜鎏光焕变气垫粉底液 养肤遮瑕持久,589984651856,13881,14342700,1033.3
2020,彩妆香水,面部彩妆,粉底液,卡姿兰 Carslan,卡姿兰小奶猫/小夜猫粉底液遮瑕保湿持久控油不易脱妆干油皮亲妈,608068592627,172978,14201710,82.1
2020,彩妆香水,面部彩妆,粉底液,江原道 Koh Gen Do,KohGenDo江原道限定“打光板”养肤粉底液礼盒臻享2瓶正装量轻薄,626677662339,51448,13913458,270.4
2020,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,雅诗兰黛白金养肤粉底液神仙粉底光感细腻服帖遮瑕,523368402322,15293,13820600,903.7
2020,彩妆香水,面部彩妆,粉底液,汤姆福特 Tom Ford,【新品上市】TOM FORD汤姆福特无痕粉底液 TF丝雾圆管 清透持久,625594830189,19513,13659100,700
2020,彩妆香水,面部彩妆,粉底液,梵贞 Venzen,2瓶丨粉底液遮瑕保湿持久控油平价底妆干皮气垫BB霜养肤CC膏女,589551196513,1350527,13428470,9.9
2020,彩妆香水,面部彩妆,粉底液,花西子 Florasis,花西子养肤粉底液/遮瑕保湿持久水润轻薄水光混干皮哑光油皮亲妈,590370407656,69572,13427588,193
2020,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,MAKEUPFOREVER玫珂菲清晰无痕粉底液高清遮瑕,45581915326,33665,13392325,397.8
2020,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅彩妆粉底液女哑光控油遮瑕bb霜底妆24小时不脱妆学生35ml,558590129970,100809,13175841,130.7
2020,彩妆香水,面部彩妆,粉底液,香奈儿 美妆 Chanel,【官方正品】CHANEL 香奈儿气垫水粉底SPF25/PA++ 果冻气垫12号,595600885701,27884,12963611,464.9
2020,彩妆香水,面部彩妆,粉底液,魅可 M.a.c,【官方正品】MAC/魅可定制无瑕粉底液遮瑕保湿持久控油,629055073347,40000,12800000,320
2020,彩妆香水,面部彩妆,粉底液,珀兰娜 Planner,珀兰娜PLANNER绘画粉底液干皮遮瑕保湿持久水润养肤持妆学生平价,591622925960,134931,12401631,91.9
2020,彩妆香水,面部彩妆,粉底液,媚黛尔,MEMEMEPRO媚黛尔时尚大师无暇粉底液 遮瑕控油持久不脱妆英国进口,623167658495,33001,11680118,353.9
2020,彩妆香水,面部彩妆,粉底液,透蜜,透蜜粉底液持久保湿遮瑕膏水润控油裸妆bb霜女学生平价正品化妆品,579445254234,178697,11549425,64.6
2020,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fit me粉底液fitme保湿遮瑕油皮哑光控油李佳琦推荐旗舰店,565284794516,126381,11491572,90.9
2020,彩妆香水,面部彩妆,粉底液,SUQQU,SUQQU记忆塑形奶油粉底霜保湿遮瑕粉霜持久30g粉底液提亮正品日本,556806714016,17151,11105239,647.5
